1640995200.0,5.06900000
1641081600.0,5.01200000
1641168000.0,4.77700000
1641254400.0,4.67300000
1641340800.0,4.39500000
1641427200.0,4.33800000
1641513600.0,4.12700000
1641600000.0,4.30300000
1641686400.0,4.28200000
1641772800.0,4.20300000
1641859200.0,4.38200000
1641945600.0,4.41600000
1642032000.0,4.18000000
1642118400.0,4.26900000
1642204800.0,4.22200000
1642291200.0,4.16100000
1642377600.0,4.18800000
1642464000.0,4.11700000
1642550400.0,3.95600000
1642636800.0,3.86100000
1642723200.0,3.39200000
1642809600.0,3.05900000
1642896000.0,3.13800000
1642982400.0,3.08100000
1643068800.0,3.07300000
1643155200.0,3.03800000
1643241600.0,3.10700000
1643328000.0,3.29400000
1643414400.0,3.25800000
1643500800.0,3.13800000
1643587200.0,3.22700000
1643673600.0,3.33700000
1643760000.0,3.16600000
1643846400.0,3.45600000
1643932800.0,3.56000000
1644019200.0,3.60000000
1644105600.0,3.63700000
1644192000.0,3.76000000
1644278400.0,3.64100000
1644364800.0,3.79600000
1644451200.0,3.58400000
1644537600.0,3.29000000
1644624000.0,3.31200000
1644710400.0,3.38700000
1644796800.0,3.33000000
1644883200.0,3.58100000
1644969600.0,3.51400000
1645056000.0,3.26800000
1645142400.0,3.18100000
1645228800.0,3.28100000
1645315200.0,3.10700000
1645401600.0,2.88900000
1645488000.0,2.99600000
1645574400.0,2.87800000
1645660800.0,2.74700000
1645747200.0,2.90000000
1645833600.0,2.87400000
1645920000.0,3.00200000
1646006400.0,3.23300000
1646092800.0,3.20300000
1646179200.0,3.11400000
1646265600.0,2.94100000
1646352000.0,2.87700000
1646438400.0,2.89800000
1646524800.0,2.87600000
1646611200.0,2.87800000
1646697600.0,2.83000000
1646784000.0,2.89000000
1646870400.0,2.69000000
1646956800.0,2.86900000
1647043200.0,3.05000000
1647129600.0,4.39900000
1647216000.0,4.07100000
1647302400.0,3.55900000
1647388800.0,3.97500000
1647475200.0,3.75200000
1647561600.0,3.67100000
1647648000.0,3.75900000
1647734400.0,4.10300000
1647820800.0,3.85100000
1647907200.0,4.13600000
1647993600.0,4.01400000
1648080000.0,3.93800000
1648166400.0,4.10600000
1648252800.0,4.07200000
1648339200.0,4.07400000
1648425600.0,4.02800000
1648512000.0,4.12500000
1648598400.0,4.21300000
1648684800.0,4.12200000
1648771200.0,4.12700000
1648857600.0,4.19500000
1648944000.0,4.27100000
1649030400.0,4.13200000
1649116800.0,4.14700000
1649203200.0,3.92300000
1649289600.0,4.20800000
1649376000.0,3.89100000
1649462400.0,3.99600000
1649548800.0,3.94700000
1649635200.0,3.60700000
1649721600.0,3.67100000
1649808000.0,3.76500000
1649894400.0,3.64200000
1649980800.0,3.65700000
1650067200.0,3.68400000
1650153600.0,3.59700000
1650240000.0,3.55100000
1650326400.0,3.62000000
1650412800.0,3.58500000
1650499200.0,3.49200000
1650585600.0,3.48000000
1650672000.0,3.41600000
1650758400.0,3.33000000
1650844800.0,3.29100000
1650931200.0,3.00900000
1651017600.0,3.31800000
1651104000.0,3.17000000
1651190400.0,3.10000000
1651276800.0,2.87900000
1651363200.0,2.90800000
1651449600.0,2.98500000
1651536000.0,2.94200000
1651622400.0,3.09200000
1651708800.0,2.88700000
1651795200.0,2.82500000
1651881600.0,2.72100000
1651968000.0,2.64600000
1652054400.0,2.24000000
1652140800.0,2.21800000
1652227200.0,1.42800000
1652313600.0,1.23000000
1652400000.0,1.32400000
1652486400.0,1.51400000
1652572800.0,1.58700000
1652659200.0,1.44600000
1652745600.0,1.67400000
1652832000.0,1.74800000
1652918400.0,1.91300000
1653004800.0,1.97100000
1653091200.0,1.86700000
1653177600.0,1.94600000
1653264000.0,3.20100000
1653350400.0,2.52800000
1653436800.0,2.62800000
1653523200.0,2.34400000
1653609600.0,2.83300000
1653696000.0,2.83200000
1653782400.0,2.60400000
1653868800.0,2.58300000
1653955200.0,2.53300000
1654041600.0,2.63800000
1654128000.0,2.65200000
1654214400.0,2.82700000
1654300800.0,2.88100000
1654387200.0,2.75400000
1654473600.0,3.16200000
1654560000.0,3.08200000
1654646400.0,3.79200000
1654732800.0,3.68500000
1654819200.0,4.05900000
1654905600.0,3.37100000
1654992000.0,3.02600000
1655078400.0,3.28600000
1655164800.0,3.19500000
1655251200.0,3.21600000
1655337600.0,2.90900000
1655424000.0,2.84900000
1655510400.0,2.61800000
1655596800.0,2.70200000
1655683200.0,2.77100000
1655769600.0,2.82600000
1655856000.0,2.72500000
1655942400.0,2.68500000
1656028800.0,3.55000000
1656115200.0,3.36500000
1656201600.0,3.13000000
1656288000.0,3.15100000
1656374400.0,3.05500000
1656460800.0,3.12200000
1656547200.0,3.39100000
1656633600.0,3.17300000
1656720000.0,3.27200000
1656806400.0,3.22500000
1656892800.0,3.25800000
