1640995200.0,47722.65000000
1641081600.0,47286.18000000
1641168000.0,46446.10000000
1641254400.0,45832.01000000
1641340800.0,43451.13000000
1641427200.0,43082.31000000
1641513600.0,41566.48000000
1641600000.0,41679.74000000
1641686400.0,41864.62000000
1641772800.0,41822.49000000
1641859200.0,42729.29000000
1641945600.0,43902.66000000
1642032000.0,42560.11000000
1642118400.0,43059.96000000
1642204800.0,43084.29000000
1642291200.0,43071.66000000
1642377600.0,42201.62000000
1642464000.0,42352.12000000
1642550400.0,41660.01000000
1642636800.0,40680.91000000
1642723200.0,36445.31000000
1642809600.0,35071.42000000
1642896000.0,36244.55000000
1642982400.0,36660.35000000
1643068800.0,36958.32000000
1643155200.0,36809.34000000
1643241600.0,37160.10000000
1643328000.0,37716.56000000
1643414400.0,38166.84000000
1643500800.0,37881.76000000
1643587200.0,38466.90000000
1643673600.0,38694.59000000
1643760000.0,36896.36000000
1643846400.0,37311.61000000
1643932800.0,41574.25000000
1644019200.0,41382.59000000
1644105600.0,42380.87000000
1644192000.0,43839.99000000
1644278400.0,44042.99000000
1644364800.0,44372.72000000
1644451200.0,43495.44000000
1644537600.0,42373.73000000
1644624000.0,42217.87000000
1644710400.0,42053.66000000
1644796800.0,42535.94000000
1644883200.0,44544.86000000
1644969600.0,43873.56000000
1645056000.0,40515.70000000
1645142400.0,39974.44000000
1645228800.0,40079.17000000
1645315200.0,38386.89000000
1645401600.0,37008.16000000
1645488000.0,38230.33000000
1645574400.0,37250.01000000
1645660800.0,38327.21000000
1645747200.0,39219.17000000
1645833600.0,39116.72000000
1645920000.0,37699.07000000
1646006400.0,43160.00000000
1646092800.0,44421.20000000
1646179200.0,43892.98000000
1646265600.0,42454.00000000
1646352000.0,39148.66000000
1646438400.0,39397.96000000
1646524800.0,38420.81000000
1646611200.0,37988.00000000
1646697600.0,38730.63000000
1646784000.0,41941.71000000
1646870400.0,39422.00000000
1646956800.0,38729.57000000
1647043200.0,38807.36000000
1647129600.0,37777.34000000
1647216000.0,39671.37000000
1647302400.0,39280.33000000
1647388800.0,41114.00000000
1647475200.0,40917.90000000
1647561600.0,41757.51000000
1647648000.0,42201.13000000
1647734400.0,41262.11000000
1647820800.0,41002.25000000
1647907200.0,42364.13000000
1647993600.0,42882.76000000
1648080000.0,43991.46000000
1648166400.0,44313.16000000
1648252800.0,44511.27000000
1648339200.0,46827.76000000
1648425600.0,47122.21000000
1648512000.0,47434.80000000
1648598400.0,47067.99000000
1648684800.0,45510.34000000
1648771200.0,46283.49000000
1648857600.0,45811.00000000
1648944000.0,46407.35000000
1649030400.0,46580.51000000
1649116800.0,45497.55000000
1649203200.0,43170.47000000
1649289600.0,43444.19000000
1649376000.0,42252.01000000
1649462400.0,42753.97000000
1649548800.0,42158.85000000
1649635200.0,39530.45000000
1649721600.0,40074.94000000
1649808000.0,41147.79000000
1649894400.0,39942.38000000
1649980800.0,40551.90000000
1650067200.0,40378.71000000
1650153600.0,39678.12000000
1650240000.0,40801.13000000
1650326400.0,41493.18000000
1650412800.0,41358.19000000
1650499200.0,40480.01000000
1650585600.0,39709.18000000
1650672000.0,39441.60000000
1650758400.0,39450.13000000
1650844800.0,40426.08000000
1650931200.0,38112.65000000
1651017600.0,39235.72000000
1651104000.0,39742.07000000
1651190400.0,38596.11000000
1651276800.0,37630.80000000
1651363200.0,38468.35000000
1651449600.0,38525.16000000
1651536000.0,37728.95000000
1651622400.0,39690.00000000
1651708800.0,36552.97000000
1651795200.0,36013.77000000
1651881600.0,35472.39000000
1651968000.0,34038.40000000
1652054400.0,30076.31000000
1652140800.0,31017.10000000
1652227200.0,29103.94000000
1652313600.0,29029.75000000
1652400000.0,29287.05000000
1652486400.0,30086.74000000
1652572800.0,31328.89000000
1652659200.0,29874.01000000
1652745600.0,30444.93000000
1652832000.0,28715.32000000
1652918400.0,30319.23000000
1653004800.0,29201.01000000
1653091200.0,29445.06000000
1653177600.0,30293.94000000
1653264000.0,29109.15000000
1653350400.0,29654.58000000
1653436800.0,29542.15000000
1653523200.0,29201.35000000
1653609600.0,28629.80000000
1653696000.0,29031.33000000
1653782400.0,29468.10000000
1653868800.0,31734.22000000
1653955200.0,31801.04000000
1654041600.0,29805.83000000
1654128000.0,30452.62000000
1654214400.0,29700.21000000
1654300800.0,29864.04000000
1654387200.0,29919.21000000
1654473600.0,31373.10000000
1654560000.0,31125.33000000
1654646400.0,30204.77000000
1654732800.0,30109.93000000
1654819200.0,29091.88000000
1654905600.0,28424.70000000
1654992000.0,26574.53000000
1655078400.0,22487.41000000
1655164800.0,22136.41000000
1655251200.0,22583.72000000
1655337600.0,20401.31000000
1655424000.0,20468.81000000
1655510400.0,18970.79000000
1655596800.0,20574.00000000
1655683200.0,20573.89000000
1655769600.0,20723.52000000
1655856000.0,19987.99000000
1655942400.0,21110.13000000
1656028800.0,21237.69000000
1656115200.0,21491.19000000
1656201600.0,21038.07000000
1656288000.0,20742.56000000
1656374400.0,20281.29000000
1656460800.0,20123.01000000
1656547200.0,19942.21000000
1656633600.0,19279.80000000
1656720000.0,19252.81000000
1656806400.0,19315.83000000
1656892800.0,19699.44000000
